z_m,d_mm
0.0,0.6699957836269524
0.01,0.6705145298846433
0.02,0.6714435973774815
0.03,0.6719632241863619
0.04,0.6727842147869564
0.05,0.670330270360945
0.06,0.6725968302902253
0.07,0.6746126756788541
0.08,0.6729790909056468
0.09,0.6723706291270888
0.1,0.6734534777108767
0.11,0.6736856011851763
0.12,0.6753429605632879
0.13,0.6736124770010719
0.14,0.6758365919440875
0.15,0.6764849709881553
0.16,0.6754458642578768
0.17,0.6770883672700223
0.18,0.6760502735720241
0.19,0.678892045165319
0.2,0.6757404869322456
0.21,0.6753319923873164
0.22,0.677533087715731
0.23,0.676879769096147
0.24,0.6769444110451356
0.25,0.6772540042507841
0.26,0.6775796344006961
0.27,0.6752923226992271
0.28,0.6733904281387786
0.29,0.6740955727964764
0.3,0.6777886770349104
0.31,0.6788270429471597
0.32,0.6766518832326874
0.33,0.6805963805570278
0.34,0.6771274869682034
0.35000000000000003,0.6744655566655912
0.36,0.6783078799213901
0.37,0.6768470359146602
0.38,0.6789842206387313
0.39,0.675469169929564
0.4,0.6750950529976371
0.41000000000000003,0.6753253380150994
0.42,0.6771322365790061
0.43,0.6776909299237364
0.44,0.6771733781100524
0.45,0.6730599964408713
0.46,0.6761994942592368
0.47000000000000003,0.6749689785906855
0.48,0.6783316844222899
0.49,0.6758706538776865
0.5,0.6731848601972338
0.51,0.6741372989063297
0.52,0.6730407161261512
0.53,0.6735956630775675
0.54,0.6749904255845595
0.55,0.6743404110953979
0.56,0.6709245873421893
0.5700000000000001,0.6738441065876324
0.58,0.6721126317316238
0.59,0.6750276864672511
0.6,0.6714919015263601
0.61,0.6696645911083576
0.62,0.6720150533684605
0.63,0.673289796932699
0.64,0.6700797720987262
0.65,0.6704750220997208
0.66,0.6718774385210655
0.67,0.670005311461788
0.68,0.6711228968340952
0.6900000000000001,0.6693051321768809
0.7000000000000001,0.667541175366502
0.71,0.6712203654393685
0.72,0.6714636325018545
0.73,0.6679837269437311
0.74,0.6684289152363773
0.75,0.6683133239211451
0.76,0.6696075802308966
0.77,0.6677841069484968
0.78,0.6670805188807037
0.79,0.6680694635595351
0.8,0.6670263279842494
0.81,0.66833466180671
0.8200000000000001,0.665629384355282
0.8300000000000001,0.6682043307357044
0.84,0.6640411434155915
0.85,0.670722014613614
0.86,0.6661603221340359
0.87,0.6654549856757436
0.88,0.6646291983595406
0.89,0.6684287248667489
0.9,0.6667046888525873
0.91,0.6671573801759314
0.92,0.6677261914494251
0.93,0.6633374277864286
0.9400000000000001,0.6675849943448809
0.9500000000000001,0.6682226866896234
0.96,0.6679222894567022
0.97,0.665701421056235
0.98,0.6670868405565877
0.99,0.6665127990395379
1.0,0.6651539997755628
1.01,0.6655168552097799
1.02,0.6648191977239566
1.03,0.6683526915948222
1.04,0.6667396944574758
1.05,0.6671146250934598
1.06,0.665539249616173
1.07,0.6695962220280394
1.08,0.6703064694329252
1.09,0.6676801596333829
1.1,0.6673286044413349
1.11,0.6701427792152439
1.12,0.6701443351671309
1.1300000000000001,0.6683186620939798
1.1400000000000001,0.6665871012313523
1.1500000000000001,0.6703391610945929
1.16,0.672916369017439
1.17,0.6695310433101028
1.18,0.6711065183485586
1.19,0.6701281174837401
1.2,0.6734547307658021
1.21,0.6725273881847711
1.22,0.6690947953718479
1.23,0.6729780362747382
1.24,0.6721327086501656
1.25,0.6689312224957547
1.26,0.6742209379672658
1.27,0.6748720812334014
1.28,0.6744043291872556
1.29,0.6756451756267492
1.3,0.6763965184374551
1.31,0.6758606975673781
1.32,0.6729645167389489
1.33,0.6752863755859304
1.34,0.6729289481856544
1.35,0.6749628817280454
1.36,0.675860426798492
1.37,0.6769136823361384
1.3800000000000001,0.6782303034918573
1.3900000000000001,0.6731592774951128
1.4000000000000001,0.6786741011790586
1.41,0.6760707047049498
1.42,0.6742480267779869
1.43,0.6794606034591145
1.44,0.6764541226346905
1.45,0.6766690818173345
1.46,0.6792547325229374
1.47,0.6787484914637175
1.48,0.6786997014620592
1.49,0.6793058944100886
1.5,0.6771998636549027
1.51,0.6774983888941225
1.52,0.67658384376791
1.53,0.6762492164302366
1.54,0.6786738233078324
1.55,0.6754497026382192
1.56,0.6735902036211829
1.57,0.6786499919227469
1.58,0.678017011725443
1.59,0.6776309885430182
1.6,0.6753724443010015
1.61,0.6734177078844844
1.62,0.6749130921632207
1.6300000000000001,0.6757046651231466
1.6400000000000001,0.6756661354984528
1.6500000000000001,0.676213517517314
1.6600000000000001,0.6753515870820844
1.67,0.6733360612435251
1.68,0.6757847358764285
1.69,0.674317160643408
1.7,0.6763186070228877
1.71,0.6733462268780926
1.72,0.6748021015267289
1.73,0.673380134919846
1.74,0.6748478303164008
1.75,0.6731167207544368
1.76,0.6729673617607076
1.77,0.6731825078188995
1.78,0.6732014636254434
1.79,0.6726371369592214
1.8,0.6738561083246899
1.81,0.6720465524860767
1.82,0.6730549855194217
1.83,0.6729074854249903
1.84,0.6688860608610898
1.85,0.6684182444815927
1.86,0.6691237338679167
1.87,0.6673620853803891
1.8800000000000001,0.6687909065319749
1.8900000000000001,0.6670582646159064
1.9000000000000001,0.6703143739504294
1.9100000000000001,0.66565907886689
1.92,0.6686062473543027
1.93,0.6675750364718059
1.94,0.6675926048853424
1.95,0.6679172594630761
1.96,0.670699436323839
1.97,0.665721141542912
1.98,0.6662096040495431
1.99,0.670481439710393
2.0,0.6661557014416336
2.0100000000000002,0.6668561218671197
2.02,0.6665230626395403
2.0300000000000002,0.6645584259772293
2.04,0.6628980820353673
2.05,0.6657068711178937
2.06,0.6672467579855375
2.07,0.6654755766879262
2.08,0.6684631179329795
2.09,0.6665247503569255
2.1,0.667611217635353
2.11,0.6645208398166605
2.12,0.6667745035545674
2.13,0.6652657440555437
2.14,0.6636986968827023
2.15,0.6646167154685017
2.16,0.6660276955433552
2.17,0.666150314473083
2.18,0.6689665658381068
2.19,0.6667162305314887
2.2,0.665441660892949
2.21,0.6671780162891016
2.22,0.668556145189669
2.23,0.6702582043219726
2.24,0.6673396419674035
2.25,0.6668247383225305
2.2600000000000002,0.6669895040751801
2.27,0.6656686219449583
2.2800000000000002,0.668895625925919
2.29,0.6660507554436967
2.3000000000000003,0.6678780537569207
2.31,0.6673246687885733
2.32,0.6695084739308924
2.33,0.6673942800054209
2.34,0.6681342673595483
2.35,0.6713927806647887
2.36,0.6673447214784335
2.37,0.6679479936391896
2.38,0.6707486344762166
2.39,0.6724442560834133
2.4,0.669454126078017
2.41,0.671814994313278
2.42,0.6721052158079551
2.43,0.6721271794660959
2.44,0.6728911744885142
2.45,0.6715055338097046
2.46,0.6738076459518938
2.47,0.6744872619500091
2.48,0.6757986138463502
2.49,0.6753024905274982
2.5,0.6728535098130036
2.5100000000000002,0.674175374183249
2.52,0.6733066299243887
2.5300000000000002,0.6779638665421104
2.54,0.6756355487339173
2.5500000000000003,0.6743901218439096
2.56,0.6782776572062026
2.57,0.677148514950219
2.58,0.6743633686842879
2.59,0.6787915314037981
2.6,0.675165921023635
2.61,0.6771200000340003
2.62,0.6752819490156012
2.63,0.6765637916347954
2.64,0.6772070331774768
2.65,0.6769886866423618
2.66,0.6779401016941368
2.67,0.6820580372146845
2.68,0.6787104531299876
2.69,0.6765938620064438
2.7,0.6755672959472819
2.71,0.6781326685428992
2.72,0.6778436378509324
2.73,0.6776708597126291
2.74,0.6775469373531222
2.75,0.6806641661046274
2.7600000000000002,0.6782917818460853
2.77,0.6771877396901224
2.7800000000000002,0.6771958150955789
2.79,0.6794458161463093
2.8000000000000003,0.6790106245065914
2.81,0.6767955797598919
2.82,0.677517226510511
2.83,0.6782017739899859
2.84,0.6779860411581972
2.85,0.6752614784924929
2.86,0.6762175260825858
2.87,0.6764518204462932
2.88,0.6770408374993737
2.89,0.6771408566643135
2.9,0.6758548822400925
2.91,0.6746081963991326
2.92,0.673152658763651
2.93,0.673846794361214
2.94,0.6760909694706463
2.95,0.6773315193528148
2.96,0.6734748111139416
2.97,0.6741160677151861
2.98,0.6757561309172797
2.99,0.6741236643660402
3.0,0.6734117597855
3.0100000000000002,0.6715628131175488
3.02,0.6707256184598193
3.0300000000000002,0.6722456354023396
3.04,0.6719334971183083
3.0500000000000003,0.6684909996993744
3.06,0.6697096551325705
3.0700000000000003,0.6688208411166409
3.08,0.6696226556468837
3.09,0.6710746087972683
3.1,0.6676244674897844
3.11,0.6695819000299872
3.12,0.6698371375641602
3.13,0.6680659951888052
3.14,0.6682983792051261
3.15,0.6671121320300684
3.16,0.6699484666357889
3.17,0.6669808819861467
3.18,0.6656852854132537
3.19,0.6658146541598323
3.2,0.6684979302627763
3.21,0.6678505733625891
3.22,0.6680668688946215
3.23,0.6672848984940167
3.24,0.6636673618107931
3.25,0.6654011966087527
3.2600000000000002,0.662062648719341
3.27,0.6659172478440059
3.2800000000000002,0.6651669800822729
3.29,0.6669384479300002
3.3000000000000003,0.6640024543871839
3.31,0.6660272657539943
3.3200000000000003,0.6646798567032128
3.33,0.66391275558296
3.34,0.6661224398858684
3.35,0.6658893031675014
3.36,0.6664458553768149
3.37,0.6628562325305386
3.38,0.6667855404562031
3.39,0.6638975186905711
3.4,0.6644509168722316
3.41,0.6657408060429794
3.42,0.66561997992419
3.43,0.6635984981425108
3.44,0.6650607195957989
3.45,0.6641224337876491
3.46,0.6669140717867426
3.47,0.6642971167767149
3.48,0.6673576330989462
3.49,0.6665171046309166
3.5,0.6666782046475497
3.5100000000000002,0.665085279301541
3.52,0.6666679780945208
3.5300000000000002,0.6643535317130767
3.54,0.6658792630376259
3.5500000000000003,0.6683222278846399
3.56,0.6670286288740288
3.5700000000000003,0.6665764362595
3.58,0.669103055361025
3.59,0.6669656462460669
3.6,0.6696303897493341
3.61,0.6673242562850038
3.62,0.6702662062551643
3.63,0.6702775887894868
3.64,0.6706938876517785
3.65,0.670523897157723
3.66,0.6709878768083946
3.67,0.673223078976047
3.68,0.6733616176819661
3.69,0.6729828673073623
3.7,0.6737624974626995
3.71,0.6753677392261443
3.72,0.6714659697631454
3.73,0.6740858405315933
3.74,0.6733641447032096
3.75,0.6761259901420753
3.7600000000000002,0.6739259077012035
3.77,0.6764519962512467
3.7800000000000002,0.6750197861950947
3.79,0.6764137880081081
3.8000000000000003,0.6771459528768881
3.81,0.6755042715689508
3.8200000000000003,0.6756838759461238
3.83,0.6722099649550792
3.84,0.6747339884386119
3.85,0.6763400118998258
3.86,0.6789776753420438
3.87,0.6777947427259872
3.88,0.6787591651803714
3.89,0.6764558574546973
3.9,0.6799400682382777
3.91,0.6801990065454826
3.92,0.6783318133461445
3.93,0.6799233375333545
3.94,0.6814939567722416
3.95,0.6802456397329838
3.96,0.6806963791032961
3.97,0.679422140399889
3.98,0.6784459562890777
3.99,0.6780069436816922
4.0,0.6788811817661851
4.01,0.6774051145261529
4.0200000000000005,0.6785895543409013
4.03,0.6780331973984414
4.04,0.6778507774756836
4.05,0.6774533668090799
4.0600000000000005,0.6804355844706664
4.07,0.6788134906101635
4.08,0.678220125066363
4.09,0.6775171706374044
4.1,0.6789914789119619
4.11,0.6750634570021564
4.12,0.6778708616835772
4.13,0.6791288027857653
4.14,0.6755770233799494
4.15,0.6791734349466345
4.16,0.6774494709659079
4.17,0.6752161426482285
4.18,0.6777672148274742
4.19,0.6753740962306424
4.2,0.6739605312280726
4.21,0.6732450161718386
4.22,0.6738641847249294
4.23,0.6719330813842118
4.24,0.6744852094434083
4.25,0.6720145634029697
4.26,0.6748259864465408
4.2700000000000005,0.6722318874431218
4.28,0.6738831269157546
4.29,0.6744766698943522
4.3,0.6704637668487525
4.3100000000000005,0.6700202279957328
4.32,0.6741694195637531
4.33,0.6705972987201717
4.34,0.6721444770995768
4.3500000000000005,0.6696095472459691
4.36,0.6693844843831213
4.37,0.6714209116585009
4.38,0.6677030034929616
4.39,0.6693835013680721
4.4,0.6698897673158372
4.41,0.6682639113269941
4.42,0.6665148929357023
4.43,0.6676944803680988
4.44,0.6682476407820934
4.45,0.6668744320325717
4.46,0.6682526545475326
4.47,0.6663783602579036
4.48,0.6643596338287232
4.49,0.6673179975208641
4.5,0.6646466199509863
4.51,0.667898750737609
4.5200000000000005,0.664672189336294
4.53,0.6663424013184939
4.54,0.6633130160640514
4.55,0.665687422909739
4.5600000000000005,0.6665716768866918
4.57,0.6639727149175041
4.58,0.6646676577590643
4.59,0.6628705921124632
4.6000000000000005,0.6625958472734693
4.61,0.6645277920630841
4.62,0.6642450519679707
4.63,0.6664326624594508
4.64,0.6644275010707604
4.65,0.6666522274648928
4.66,0.6651387730343198
4.67,0.6615951890452216
4.68,0.6639754817081711
4.69,0.6668226063651082
4.7,0.663598961856554
4.71,0.6664022292102603
4.72,0.6662099935064474
4.73,0.6645867903011246
4.74,0.6651111265813212
4.75,0.6663256106011763
4.76,0.6671045239056856
4.7700000000000005,0.6688762888353207
4.78,0.6708772837929429
4.79,0.6660943277487762
4.8,0.6685430915006377
4.8100000000000005,0.6672689593054337
4.82,0.6679461691297746
4.83,0.6692856203976713
4.84,0.6685457284200816
4.8500000000000005,0.6665393845084601
