z_m,d_mm
0.0,0.8491259323855157
0.01,0.8494326102105083
0.02,0.8492230141498743
0.03,0.8505355195350394
0.04,0.8461868677594709
0.05,0.848088172467784
0.06,0.8456370266834516
0.07,0.8469988555153419
0.08,0.8457185268464438
0.09,0.8450348241928181
0.1,0.8432052612386156
0.11,0.8470343951010315
0.12,0.8451948362953339
0.13,0.8444710415971713
0.14,0.8450810667920257
0.15,0.8440164425658169
0.16,0.8423566817915499
0.17,0.8471259638120207
0.18,0.844084405994158
0.19,0.8402146739728724
0.2,0.8458088480720274
0.21,0.845741477008056
0.22,0.843300614354198
0.23,0.8408804465429363
0.24,0.8398589817450623
0.25,0.8428470971527402
0.26,0.839183775923384
0.27,0.840885308236734
0.28,0.8404395611628757
0.29,0.840099689242484
0.3,0.8390090236801083
0.31,0.8421801740019584
0.32,0.8420436479592535
0.33,0.8377066436711503
0.34,0.8376514990538984
0.35000000000000003,0.8390986893170613
0.36,0.8411598415483715
0.37,0.8390161666454805
0.38,0.838051863961086
0.39,0.8380285140065978
0.4,0.8388854796369524
0.41000000000000003,0.8381319313042326
0.42,0.8387850391051961
0.43,0.8371972706008479
0.44,0.8410617650254022
0.45,0.837506025603569
0.46,0.8399418990142204
0.47000000000000003,0.8367816902430053
0.48,0.8368690281412068
0.49,0.8382509894452503
0.5,0.8406860281894389
0.51,0.8373458444560732
0.52,0.8385319986318971
0.53,0.8384795080587271
0.54,0.8407975292004555
0.55,0.8383945860728439
0.56,0.8385563942278291
0.5700000000000001,0.838799886626792
0.58,0.8391369286498064
0.59,0.8374825251866941
0.6,0.8408326532197394
0.61,0.839743763565408
0.62,0.8403310218947162
0.63,0.838041980975347
0.64,0.8405794130064932
0.65,0.8401781630912938
0.66,0.8404779148741409
0.67,0.8419294413636851
0.68,0.8413959651752154
0.6900000000000001,0.8446674342586349
0.7000000000000001,0.8422916842484395
0.71,0.8437224597760502
0.72,0.8439884063827038
0.73,0.8415432726926816
0.74,0.843365596534656
0.75,0.8433469052745265
0.76,0.8419104983724753
0.77,0.8466737158910492
0.78,0.8459810745276026
0.79,0.8468436454998476
0.8,0.8449707964899019
0.81,0.8472193664314924
0.8200000000000001,0.8489809826037036
0.8300000000000001,0.8481113231654823
0.84,0.8470293675027538
0.85,0.8496650565031596
0.86,0.8500628173488106
0.87,0.8459004008028608
0.88,0.848694722802535
0.89,0.8492508489520786
0.9,0.8476615979349725
0.91,0.8465969204405389
0.92,0.8493635179165013
0.93,0.849161469192766
0.9400000000000001,0.8484529635269339
0.9500000000000001,0.8492443840573309
0.96,0.8529236167500173
0.97,0.8491607009428568
0.98,0.8514068581334232
0.99,0.8516577516852689
1.0,0.8517177704032227
1.01,0.8497514787736987
1.02,0.8498378314376223
1.03,0.8548065731943452
1.04,0.8514659248085406
1.05,0.8517641154222
1.06,0.8522724913828379
1.07,0.8536867663308318
1.08,0.8498853604803127
1.09,0.8497545570298494
1.1,0.8513601964033408
1.11,0.853144317915643
1.12,0.8521396767626785
1.1300000000000001,0.8504426544899775
1.1400000000000001,0.8532797346774912
1.1500000000000001,0.8511496390029916
1.16,0.8516795788646302
1.17,0.8538741493994046
1.18,0.8510326590341395
1.19,0.8520051503268135
1.2,0.8509179808436849
1.21,0.8509828692122718
1.22,0.8516213790940558
1.23,0.8512631412022542
1.24,0.8516489850042035
1.25,0.8511572159633943
1.26,0.8515813853099202
1.27,0.8521911120624671
1.28,0.8479851370612951
1.29,0.8482212175852623
1.3,0.8488248293759314
1.31,0.850827670579282
1.32,0.8478085208481408
1.33,0.8484489524901471
1.34,0.850821924303266
1.35,0.8468985839161763
1.36,0.8485547996509847
1.37,0.8448520635665226
1.3800000000000001,0.8471519938249982
1.3900000000000001,0.8463558735873724
1.4000000000000001,0.8491005604382467
1.41,0.8462110558962755
1.42,0.8484139281713764
1.43,0.8484029162816483
1.44,0.8461573027183341
1.45,0.8446009383052712
1.46,0.8458029708311922
1.47,0.8430967376524603
1.48,0.8458785186303183
1.49,0.8461319282097485
1.5,0.8446865145842826
1.51,0.841974331746068
1.52,0.8434644065082815
1.53,0.8426431865769625
1.54,0.8440978817796039
1.55,0.8415913661291267
1.56,0.8417035985864225
1.57,0.8405153909300213
1.58,0.8428081893490816
1.59,0.8424903915929427
1.6,0.8429388889722826
1.61,0.8416540810394619
1.62,0.8415364840845776
1.6300000000000001,0.8396243861524721
1.6400000000000001,0.8414224374690343
1.6500000000000001,0.8440516821434932
1.6600000000000001,0.8412252859195468
1.67,0.8369120343071194
1.68,0.8404161961207901
1.69,0.8411055051293005
1.7,0.8385298476666238
1.71,0.8383482815852538
1.72,0.8385815222916411
1.73,0.838957284106357
1.74,0.841210343209261
1.75,0.8400518293046358
1.76,0.8381528432954596
1.77,0.8418396216374081
1.78,0.8402419547702117
1.79,0.8389557823388777
1.8,0.8456494143904113
1.81,0.8417940883150771
1.82,0.838053811589874
1.83,0.8406126971208115
1.84,0.8395411995803895
1.85,0.838637465061335
1.86,0.8371786848584809
1.87,0.841836589704929
1.8800000000000001,0.8407102734279076
1.8900000000000001,0.8414529002053591
1.9000000000000001,0.8401787067727259
1.9100000000000001,0.8404872527825208
1.92,0.8444597459839944
1.93,0.8406505760653293
1.94,0.8415034024993591
1.95,0.8392075443528199
1.96,0.8417728334869307
1.97,0.8441785391007045
1.98,0.8445213726514775
1.99,0.8444116975633785
2.0,0.8440775644823763
2.0100000000000002,0.8445714941581902
2.02,0.8410738372614176
2.0300000000000002,0.8416972334067253
2.04,0.8458724882698629
2.05,0.8443409801229235
2.06,0.8467466260919071
2.07,0.8426135070324992
2.08,0.8454472720025465
2.09,0.8446672332319823
2.1,0.8451524167538544
2.11,0.8442690588526253
2.12,0.8468240971025804
2.13,0.8436228365621695
2.14,0.8463711480169152
2.15,0.8469762402001153
2.16,0.8501324554474935
2.17,0.8475244821231528
2.18,0.8465696506167496
2.19,0.8497417833789216
2.2,0.8507923710071871
2.21,0.8514795699262703
2.22,0.8497711213627573
2.23,0.8500167993357823
2.24,0.8491899652402124
2.25,0.8500002218122482
2.2600000000000002,0.8503680245930751
2.27,0.8501717649579069
2.2800000000000002,0.8525699532760453
2.29,0.8499170295405121
2.3000000000000003,0.8498141811832219
2.31,0.8518443214813648
2.32,0.8501151781947843
2.33,0.8497516280428254
2.34,0.8503386846958197
2.35,0.8495849501456556
2.36,0.8503703255336263
2.37,0.8518906527828697
2.38,0.8513205429753044
2.39,0.849996221805446
2.4,0.8478232725226582
2.41,0.8501340371099844
2.42,0.8506429307424456
2.43,0.8527749372239227
2.44,0.8495798774434469
2.45,0.8519343271381093
2.46,0.8537301090278634
2.47,0.8528181837531624
2.48,0.8537042239909476
2.49,0.8513463765826703
2.5,0.8505438822901604
2.5100000000000002,0.8517442355300983
2.52,0.8479452693263302
2.5300000000000002,0.8513952036187651
2.54,0.8516466986438157
2.5500000000000003,0.8483016538002892
2.56,0.8516178064624698
2.57,0.8527997356042943
2.58,0.8502050048444602
2.59,0.8502956339164996
2.6,0.8470636621909955
2.61,0.8479593122004778
2.62,0.8481288180566673
2.63,0.8485903255868364
2.64,0.84683639229712
2.65,0.845953310493375
2.66,0.8486487070064863
2.67,0.8479031887261301
2.68,0.8472071300679923
2.69,0.8449285610852031
2.7,0.8473279569711015
2.71,0.8442806216433663
2.72,0.8464545194611014
2.73,0.844288601739901
2.74,0.8447529083708238
2.75,0.8469320175948579
2.7600000000000002,0.8454677122438271
2.77,0.8447394291428858
2.7800000000000002,0.8449788480828775
2.79,0.8430467369289018
2.8000000000000003,0.840638028171361
2.81,0.8430399900034613
2.82,0.8453927659029536
2.83,0.8421824901053703
